ID,type,start_time,end_time,time_of_warning,wind_speed,rainfall,flood_depth,magnitude,cause
PC-3000229,plane_crash,"1974-09-11T01:00:18",null,null,null,null,null,null,Mechanical failure
PC-3000230,plane_crash,"2001-05-18T15:51:39",null,null,null,null,null,null,Mechanical failure
PC-3000231,plane_crash,"1972-11-15T08:04:11",null,null,null,null,null,null,Humnan negligence
PC-3000232,plane_crash,"1982-11-03T00:53:54",null,null,null,null,null,null,Humnan negligence
PC-3000233,plane_crash,"1987-12-03T12:01:16",null,null,null,null,null,null,Humnan negligence
PC-3000234,plane_crash,"1998-01-24T19:02:31",null,null,null,null,null,null,Unforeseeable accident
PC-3000235,plane_crash,"1980-03-30T06:00:55",null,null,null,null,null,null,Unforeseeable accident
PC-3000236,plane_crash,"1979-10-14T20:59:55",null,null,null,null,null,null,Mechanical failure
PC-3000237,plane_crash,"2008-05-10T15:15:20",null,null,null,null,null,null,Mechanical failure
PC-3000238,plane_crash,"1988-08-18T23:16:09",null,null,null,null,null,null,Mechanical failure
PC-3000239,plane_crash,"1974-07-19T02:22:45",null,null,null,null,null,null,Mechanical failure
PC-3000240,plane_crash,"2012-01-07T20:02:54",null,null,null,null,null,null,Humnan negligence
PC-3000241,plane_crash,"1992-01-21T22:25:55",null,null,null,null,null,null,Unforeseeable accident
PC-3000242,plane_crash,"1960-03-16T16:38:27",null,null,null,null,null,null,Mechanical failure
PC-3000243,plane_crash,"2005-03-19T15:04:25",null,null,null,null,null,null,Unforeseeable accident
PC-3000244,plane_crash,"2011-11-07T09:45:47",null,null,null,null,null,null,Mechanical failure
PC-3000245,plane_crash,"1968-07-01T13:21:20",null,null,null,null,null,null,Humnan negligence
PC-3000246,plane_crash,"2018-09-17T00:57:06",null,null,null,null,null,null,Humnan negligence
PC-3000247,plane_crash,"1969-04-18T14:15:38",null,null,null,null,null,null,Mechanical failure
PC-3000248,plane_crash,"2007-09-01T17:51:08",null,null,null,null,null,null,Humnan negligence
PC-3000249,plane_crash,"1962-11-19T00:47:29",null,null,null,null,null,null,Unforeseeable accident
PC-3000250,plane_crash,"1979-05-24T19:53:35",null,null,null,null,null,null,Mechanical failure
PC-3000251,plane_crash,"1977-03-10T09:06:40",null,null,null,null,null,null,Humnan negligence
PC-3000252,plane_crash,"1992-09-01T17:43:25",null,null,null,null,null,null,Unforeseeable accident
PC-3000253,plane_crash,"1953-12-15T07:34:08",null,null,null,null,null,null,Humnan negligence
PC-3000254,plane_crash,"1968-06-21T07:22:14",null,null,null,null,null,null,Unforeseeable accident
PC-3000255,plane_crash,"2003-10-16T09:37:54",null,null,null,null,null,null,Unforeseeable accident
PC-3000256,plane_crash,"2010-03-18T23:52:10",null,null,null,null,null,null,Humnan negligence
PC-3000257,plane_crash,"1998-09-08T05:32:26",null,null,null,null,null,null,Unforeseeable accident
PC-3000258,plane_crash,"2018-08-22T05:21:44",null,null,null,null,null,null,Unforeseeable accident
PC-3000259,plane_crash,"1964-04-30T09:05:59",null,null,null,null,null,null,Unforeseeable accident
PC-3000260,plane_crash,"1999-06-03T03:34:02",null,null,null,null,null,null,Mechanical failure
PC-3000261,plane_crash,"1972-04-05T10:32:25",null,null,null,null,null,null,Unforeseeable accident
PC-3000262,plane_crash,"2013-09-11T06:40:10",null,null,null,null,null,null,Humnan negligence
PC-3000263,plane_crash,"1976-04-20T00:39:06",null,null,null,null,null,null,Unforeseeable accident
PC-3000264,plane_crash,"1976-08-23T13:57:59",null,null,null,null,null,null,Mechanical failure
PC-3000265,plane_crash,"1979-10-01T01:29:58",null,null,null,null,null,null,Humnan negligence
PC-3000266,plane_crash,"1979-04-15T06:05:47",null,null,null,null,null,null,Humnan negligence
PC-3000267,plane_crash,"2012-01-08T16:23:39",null,null,null,null,null,null,Mechanical failure
PC-3000268,plane_crash,"1959-03-11T06:58:29",null,null,null,null,null,null,Unforeseeable accident
PC-3000269,plane_crash,"2009-07-26T02:46:02",null,null,null,null,null,null,Unforeseeable accident
PC-3000270,plane_crash,"2015-01-30T05:27:37",null,null,null,null,null,null,Humnan negligence
PC-3000271,plane_crash,"2012-02-14T06:59:54",null,null,null,null,null,null,Unforeseeable accident
PC-3000272,plane_crash,"1964-03-14T19:21:53",null,null,null,null,null,null,Unforeseeable accident
PC-3000273,plane_crash,"1958-03-13T08:14:56",null,null,null,null,null,null,Mechanical failure
PC-3000274,plane_crash,"2000-03-12T04:59:08",null,null,null,null,null,null,Mechanical failure
PC-3000275,plane_crash,"1970-01-08T05:26:02",null,null,null,null,null,null,Unforeseeable accident
PC-3000276,plane_crash,"1996-05-15T12:06:21",null,null,null,null,null,null,Unforeseeable accident
PC-3000277,plane_crash,"2019-10-25T02:54:26",null,null,null,null,null,null,Unforeseeable accident
PC-3000278,plane_crash,"1998-08-05T04:50",null,null,null,null,null,null,Unforeseeable accident
PC-3000279,plane_crash,"1976-11-13T03:45:38",null,null,null,null,null,null,Unforeseeable accident
PC-3000280,plane_crash,"2015-08-01T13:21:24",null,null,null,null,null,null,Unforeseeable accident
PC-3000281,plane_crash,"1993-04-01T20:08:36",null,null,null,null,null,null,Humnan negligence
PC-3000282,plane_crash,"1968-09-29T19:58:06",null,null,null,null,null,null,Unforeseeable accident
PC-3000283,plane_crash,"1989-03-14T01:37:19",null,null,null,null,null,null,Humnan negligence
PC-3000284,plane_crash,"1961-04-20T04:27",null,null,null,null,null,null,Mechanical failure
PC-3000285,plane_crash,"1972-05-08T00:26:58",null,null,null,null,null,null,Mechanical failure
PC-3000286,plane_crash,"2003-04-23T18:41:52",null,null,null,null,null,null,Humnan negligence
PC-3000287,plane_crash,"1979-12-16T17:39:45",null,null,null,null,null,null,Unforeseeable accident
PC-3000288,plane_crash,"1955-05-27T11:55:50",null,null,null,null,null,null,Mechanical failure
PC-3000289,plane_crash,"2007-12-13T11:07:03",null,null,null,null,null,null,Unforeseeable accident
PC-3000290,plane_crash,"1998-05-25T23:11",null,null,null,null,null,null,Unforeseeable accident
PC-3000291,plane_crash,"1975-10-12T05:20:36",null,null,null,null,null,null,Unforeseeable accident
PC-3000292,plane_crash,"1991-10-30T06:42:58",null,null,null,null,null,null,Humnan negligence
PC-3000293,plane_crash,"1971-02-03T23:35:59",null,null,null,null,null,null,Unforeseeable accident
PC-3000294,plane_crash,"1970-12-28T14:05:01",null,null,null,null,null,null,Unforeseeable accident
PC-3000295,plane_crash,"1983-05-12T21:41:29",null,null,null,null,null,null,Humnan negligence
PC-3000296,plane_crash,"2014-09-19T19:08:53",null,null,null,null,null,null,Mechanical failure
PC-3000297,plane_crash,"1969-10-18T01:48:55",null,null,null,null,null,null,Humnan negligence
PC-3000298,plane_crash,"2001-02-10T07:42:13",null,null,null,null,null,null,Mechanical failure
PC-3000299,plane_crash,"1980-10-03T00:14:04",null,null,null,null,null,null,Humnan negligence
PC-3000300,plane_crash,"1970-04-24T17:46:50",null,null,null,null,null,null,Humnan negligence
PC-3000301,plane_crash,"2004-09-18T13:31:34",null,null,null,null,null,null,Unforeseeable accident
PC-3000302,plane_crash,"1985-02-18T01:24:14",null,null,null,null,null,null,Humnan negligence
PC-3000303,plane_crash,"1990-10-22T13:11:05",null,null,null,null,null,null,Unforeseeable accident
PC-3000304,plane_crash,"1997-05-30T19:35:21",null,null,null,null,null,null,Unforeseeable accident
PC-3000305,plane_crash,"1962-09-09T09:46:18",null,null,null,null,null,null,Humnan negligence
PC-3000306,plane_crash,"2010-10-02T09:26:24",null,null,null,null,null,null,Mechanical failure
PC-3000307,plane_crash,"2019-04-16T15:45:25",null,null,null,null,null,null,Humnan negligence
PC-3000308,plane_crash,"1952-07-13T00:29:44",null,null,null,null,null,null,Mechanical failure
PC-3000309,plane_crash,"1962-07-07T18:30:24",null,null,null,null,null,null,Mechanical failure
PC-3000310,plane_crash,"1994-06-03T17:25:39",null,null,null,null,null,null,Mechanical failure
PC-3000311,plane_crash,"2006-02-18T13:38:33",null,null,null,null,null,null,Mechanical failure
PC-3000312,plane_crash,"1971-08-27T00:58:17",null,null,null,null,null,null,Mechanical failure
PC-3000313,plane_crash,"1950-11-05T08:14:33",null,null,null,null,null,null,Unforeseeable accident
PC-3000314,plane_crash,"1963-07-15T03:45:14",null,null,null,null,null,null,Mechanical failure
PC-3000315,plane_crash,"1987-08-13T21:37:43",null,null,null,null,null,null,Unforeseeable accident
PC-3000316,plane_crash,"2013-05-27T23:05:48",null,null,null,null,null,null,Mechanical failure
PC-3000317,plane_crash,"2015-02-19T06:41:22",null,null,null,null,null,null,Humnan negligence
PC-3000318,plane_crash,"1998-01-08T17:37:30",null,null,null,null,null,null,Unforeseeable accident
PC-3000319,plane_crash,"2012-04-22T03:42:25",null,null,null,null,null,null,Humnan negligence
PC-3000320,plane_crash,"1964-05-04T12:31:59",null,null,null,null,null,null,Unforeseeable accident
PC-3000321,plane_crash,"2014-11-06T02:24:18",null,null,null,null,null,null,Unforeseeable accident
PC-3000322,plane_crash,"1980-05-26T14:50:40",null,null,null,null,null,null,Unforeseeable accident
PC-3000323,plane_crash,"1991-05-20T18:34:32",null,null,null,null,null,null,Mechanical failure
PC-3000324,plane_crash,"1993-07-04T16:30:11",null,null,null,null,null,null,Humnan negligence
PC-3000325,plane_crash,"1973-08-27T16:14:51",null,null,null,null,null,null,Humnan negligence
PC-3000326,plane_crash,"2002-10-14T20:44:10",null,null,null,null,null,null,Unforeseeable accident
PC-3000327,plane_crash,"2006-07-05T09:03:46",null,null,null,null,null,null,Mechanical failure
PC-3000328,plane_crash,"2007-01-17T06:23:26",null,null,null,null,null,null,Humnan negligence
PC-3000329,plane_crash,"1973-01-04T00:32:35",null,null,null,null,null,null,Mechanical failure
PC-3000330,plane_crash,"1971-09-30T20:02:05",null,null,null,null,null,null,Unforeseeable accident
PC-3000331,plane_crash,"2013-03-28T13:41:59",null,null,null,null,null,null,Humnan negligence
PC-3000332,plane_crash,"1999-11-24T06:57:20",null,null,null,null,null,null,Mechanical failure
PC-3000333,plane_crash,"2014-07-18T21:31:01",null,null,null,null,null,null,Mechanical failure
PC-3000334,plane_crash,"2012-11-17T23:44:50",null,null,null,null,null,null,Mechanical failure
PC-3000335,plane_crash,"1959-10-17T21:22:31",null,null,null,null,null,null,Humnan negligence
PC-3000336,plane_crash,"1987-02-17T02:45:34",null,null,null,null,null,null,Mechanical failure
PC-3000337,plane_crash,"1997-08-11T15:13:18",null,null,null,null,null,null,Humnan negligence
PC-3000338,plane_crash,"1960-09-16T06:10:21",null,null,null,null,null,null,Mechanical failure
PC-3000339,plane_crash,"1973-11-17T11:32:23",null,null,null,null,null,null,Mechanical failure
PC-3000340,plane_crash,"1984-10-11T16:44:35",null,null,null,null,null,null,Humnan negligence
PC-3000341,plane_crash,"2019-04-24T00:59:26",null,null,null,null,null,null,Mechanical failure
PC-3000342,plane_crash,"1990-05-07T06:10:56",null,null,null,null,null,null,Mechanical failure
PC-3000343,plane_crash,"1970-08-02T08:02:13",null,null,null,null,null,null,Unforeseeable accident
PC-3000344,plane_crash,"1967-02-24T03:06:25",null,null,null,null,null,null,Unforeseeable accident
PC-3000345,plane_crash,"1958-03-20T01:16:14",null,null,null,null,null,null,Unforeseeable accident
PC-3000346,plane_crash,"1996-08-13T04:26:46",null,null,null,null,null,null,Unforeseeable accident
PC-3000347,plane_crash,"2015-07-02T12:18:35",null,null,null,null,null,null,Unforeseeable accident
PC-3000348,plane_crash,"1977-11-06T22:49:39",null,null,null,null,null,null,Unforeseeable accident
PC-3000349,plane_crash,"2008-09-16T15:26:51",null,null,null,null,null,null,Unforeseeable accident
PC-3000350,plane_crash,"2010-05-16T20:09:09",null,null,null,null,null,null,Humnan negligence
PC-3000351,plane_crash,"1959-08-06T05:09:38",null,null,null,null,null,null,Unforeseeable accident
PC-3000352,plane_crash,"2001-03-17T22:34:31",null,null,null,null,null,null,Unforeseeable accident
PC-3000353,plane_crash,"1977-07-27T03:26:45",null,null,null,null,null,null,Unforeseeable accident
PC-3000354,plane_crash,"1960-10-26T03:09:51",null,null,null,null,null,null,Unforeseeable accident
PC-3000355,plane_crash,"1975-02-11T12:09:31",null,null,null,null,null,null,Mechanical failure
PC-3000356,plane_crash,"1961-08-01T15:05:56",null,null,null,null,null,null,Unforeseeable accident
PC-3000357,plane_crash,"1962-06-30T11:26:43",null,null,null,null,null,null,Mechanical failure
PC-3000358,plane_crash,"1957-12-08T00:16:55",null,null,null,null,null,null,Unforeseeable accident
PC-3000359,plane_crash,"1978-03-12T17:22:37",null,null,null,null,null,null,Mechanical failure
PC-3000360,plane_crash,"1984-01-26T03:32:38",null,null,null,null,null,null,Humnan negligence
PC-3000361,plane_crash,"1976-05-10T12:27:45",null,null,null,null,null,null,Unforeseeable accident
PC-3000362,plane_crash,"1991-10-24T15:26:01",null,null,null,null,null,null,Mechanical failure
PC-3000363,plane_crash,"1967-09-23T01:23:04",null,null,null,null,null,null,Mechanical failure
PC-3000364,plane_crash,"1984-12-10T22:48:20",null,null,null,null,null,null,Unforeseeable accident
PC-3000365,plane_crash,"2015-05-02T13:41:39",null,null,null,null,null,null,Unforeseeable accident
PC-3000366,plane_crash,"1972-08-04T09:25:24",null,null,null,null,null,null,Humnan negligence
PC-3000367,plane_crash,"1989-06-05T00:29:03",null,null,null,null,null,null,Unforeseeable accident
PC-3000368,plane_crash,"1956-11-03T17:05:59",null,null,null,null,null,null,Humnan negligence
PC-3000369,plane_crash,"1961-08-06T19:52:55",null,null,null,null,null,null,Humnan negligence
PC-3000370,plane_crash,"1968-05-25T19:59:30",null,null,null,null,null,null,Humnan negligence
PC-3000371,plane_crash,"1999-12-14T17:16:04",null,null,null,null,null,null,Humnan negligence
PC-3000372,plane_crash,"1986-11-19T16:57:59",null,null,null,null,null,null,Humnan negligence
PC-3000373,plane_crash,"1997-04-29T12:41:50",null,null,null,null,null,null,Humnan negligence
PC-3000374,plane_crash,"1965-07-14T18:48:01",null,null,null,null,null,null,Mechanical failure
PC-3000375,plane_crash,"1961-05-08T21:32:07",null,null,null,null,null,null,Unforeseeable accident
PC-3000376,plane_crash,"1971-10-31T18:26:20",null,null,null,null,null,null,Mechanical failure
PC-3000377,plane_crash,"1955-04-18T09:21:15",null,null,null,null,null,null,Mechanical failure
PC-3000378,plane_crash,"1964-02-14T03:11:29",null,null,null,null,null,null,Humnan negligence
PC-3000379,plane_crash,"2019-05-20T15:14:18",null,null,null,null,null,null,Humnan negligence
PC-3000380,plane_crash,"1967-08-13T15:18:06",null,null,null,null,null,null,Humnan negligence
PC-3000381,plane_crash,"1959-07-08T16:34:39",null,null,null,null,null,null,Mechanical failure
PC-3000382,plane_crash,"2002-03-11T03:43:48",null,null,null,null,null,null,Humnan negligence
PC-3000383,plane_crash,"2010-07-11T02:13:19",null,null,null,null,null,null,Unforeseeable accident
PC-3000384,plane_crash,"2004-08-22T07:03:48",null,null,null,null,null,null,Mechanical failure
PC-3000385,plane_crash,"1985-12-19T21:57:23",null,null,null,null,null,null,Mechanical failure
PC-3000386,plane_crash,"2011-01-09T09:19:14",null,null,null,null,null,null,Unforeseeable accident
PC-3000387,plane_crash,"2010-04-25T01:56:25",null,null,null,null,null,null,Unforeseeable accident
PC-3000388,plane_crash,"1957-07-07T14:31:45",null,null,null,null,null,null,Mechanical failure
PC-3000389,plane_crash,"2010-02-07T19:21:14",null,null,null,null,null,null,Humnan negligence
PC-3000390,plane_crash,"2003-10-24T16:57:04",null,null,null,null,null,null,Humnan negligence
PC-3000391,plane_crash,"2014-06-20T21:58:02",null,null,null,null,null,null,Humnan negligence
PC-3000392,plane_crash,"1952-11-30T14:00:32",null,null,null,null,null,null,Unforeseeable accident
PC-3000393,plane_crash,"1982-01-15T15:55:58",null,null,null,null,null,null,Unforeseeable accident
PC-3000394,plane_crash,"1976-06-18T10:48:17",null,null,null,null,null,null,Humnan negligence
PC-3000395,plane_crash,"2003-07-15T05:08:51",null,null,null,null,null,null,Mechanical failure
PC-3000396,plane_crash,"1999-05-21T21:38:54",null,null,null,null,null,null,Humnan negligence
PC-3000397,plane_crash,"1972-02-01T08:52:35",null,null,null,null,null,null,Humnan negligence
PC-3000398,plane_crash,"2002-02-13T14:06",null,null,null,null,null,null,Humnan negligence
PC-3000399,plane_crash,"1981-05-17T10:09:55",null,null,null,null,null,null,Unforeseeable accident
PC-3000400,plane_crash,"1959-01-12T00:36:14",null,null,null,null,null,null,Unforeseeable accident
PC-3000401,plane_crash,"1950-10-15T13:25:17",null,null,null,null,null,null,Unforeseeable accident
PC-3000402,plane_crash,"1972-05-27T07:43:32",null,null,null,null,null,null,Mechanical failure
PC-3000403,plane_crash,"1995-09-29T02:19:35",null,null,null,null,null,null,Humnan negligence
PC-3000404,plane_crash,"2011-03-13T12:45:21",null,null,null,null,null,null,Humnan negligence
PC-3000405,plane_crash,"1958-02-23T06:14:01",null,null,null,null,null,null,Unforeseeable accident
PC-3000406,plane_crash,"1985-04-08T13:48:33",null,null,null,null,null,null,Unforeseeable accident
PC-3000407,plane_crash,"2001-08-10T08:55",null,null,null,null,null,null,Unforeseeable accident
PC-3000408,plane_crash,"1993-11-06T13:38:31",null,null,null,null,null,null,Mechanical failure
PC-3000409,plane_crash,"1985-09-16T03:25:02",null,null,null,null,null,null,Humnan negligence
PC-3000410,plane_crash,"2005-03-05T18:46:32",null,null,null,null,null,null,Humnan negligence
PC-3000411,plane_crash,"1981-03-31T19:26:21",null,null,null,null,null,null,Mechanical failure
PC-3000412,plane_crash,"1997-12-18T22:30:58",null,null,null,null,null,null,Mechanical failure
PC-3000413,plane_crash,"2003-12-29T18:05:33",null,null,null,null,null,null,Unforeseeable accident
PC-3000414,plane_crash,"2018-03-12T11:27:20",null,null,null,null,null,null,Humnan negligence
PC-3000415,plane_crash,"1988-05-22T08:21:33",null,null,null,null,null,null,Unforeseeable accident
PC-3000416,plane_crash,"2007-04-09T14:18:29",null,null,null,null,null,null,Mechanical failure
PC-3000417,plane_crash,"1989-02-12T10:30:28",null,null,null,null,null,null,Mechanical failure
PC-3000418,plane_crash,"1980-05-25T11:48:28",null,null,null,null,null,null,Humnan negligence
PC-3000419,plane_crash,"1985-03-16T02:48:36",null,null,null,null,null,null,Mechanical failure
PC-3000420,plane_crash,"1999-07-05T09:00:33",null,null,null,null,null,null,Unforeseeable accident
