city,state,population_size
Santiago Papasquiaro,Mexico,26121
Allende City,Mexico,26065
Ocoyoacac,Mexico,26015
hidden port,Mexico,25902
Acatzingo,Mexico,25811
Tecax,Mexico,25751
Felipe Carrillo Puerto,Mexico,25744
Valente Diaz,Mexico,25700
Huejotzingo,Mexico,25684
Tacambaro De Codallos,Mexico,25665
Tejupilco De Hidalgo,Mexico,25631
Bravo Valley,Mexico,25554
Mixquiahuala De Juarez,Mexico,25510
Ixtepec,Mexico,25381
Jakarta,Indonesia,8540121
Surabaya,Indonesia,2374658
Medan,Indonesia,1750971
Bandung,Indonesia,1699719
Bekasi,Indonesia,1520119
Palembang,Indonesia,1441500
Tangerang,Indonesia,1372124
Makassar,Indonesia,1321717
South Tangerang,Indonesia,1303569
Semarang,Indonesia,1288084
Depok,Indonesia,1198129
Batam,Indonesia,1164352
Padang,Indonesia,840352
Denpasar,Indonesia,834881
Bandar Lampung,Indonesia,800348
Bogor,Indonesia,800000
Malang,Indonesia,746716
Pekanbaru,Indonesia,703956
City Of Balikpapan,Indonesia,700000
Yogyakarta,Indonesia,636660
Situbondo,Indonesia,600000
Banjarmasin,Indonesia,572837
Surakarta,Indonesia,555308
Cimahi,Indonesia,493698
Pontianak,Indonesia,455173
Manado,Indonesia,451893
Balikpapan,Indonesia,433866
Jambi City,Indonesia,420323
Ambon,Indonesia,355596
Samarinda,Indonesia,355160
Mataram,Indonesia,318674
Percut,Indonesia,311063
Bengkulu,Indonesia,309712
Jember,Indonesia,298585
Palu,Indonesia,282431
Kupang,Indonesia,282396
Sukabumi,Indonesia,276414
Tasikmalaya,Indonesia,271143
Pekalongan,Indonesia,257945
Cirebon,Indonesia,254298
Banda Aceh,Indonesia,250757
Tegal,Indonesia,237084
Kediri,Indonesia,235143
Binjai,Indonesia,228763
Purwokerto,Indonesia,217222
Purwakarta,Indonesia,215803
Loa Janan,Indonesia,212816
Pematangsiantar,Indonesia,209614
Ciputat,Indonesia,207858
Ciampea,Indonesia,207212
Cileungsir,Indonesia,202190
Rengasdengklok,Indonesia,201463
Sumedang,Indonesia,200000
Kendari,Indonesia,195006
Parung,Indonesia,193898
Tanjung Pinang,Indonesia,192493
Curug,Indonesia,191406
Labuan Bajo,Indonesia,188724
Cibinong,Indonesia,188663
Madiun,Indonesia,186099
Pemalang,Indonesia,184149
Lembang,Indonesia,183130
Probolinggo,Indonesia,181656
Pamulang,Indonesia,174557
Cikupa,Indonesia,174041
Salatiga,Indonesia,172645
Plumbon,Indonesia,167105
Banjaran,Indonesia,164952
Serang,Indonesia,164767
Lawang,Indonesia,159380
Pasuruan,Indonesia,158600
Sunggal,Indonesia,157914
Perbaungan,Indonesia,157174
Pasarkemis,Indonesia,154234
Soreang,Indonesia,150932
Purwodadi,Indonesia,150206
Metro,Indonesia,149526
Lubuklinggau,Indonesia,148243
Palangkaraya,Indonesia,148139
Astanajapura,Indonesia,148047
Cikampek,Indonesia,145620
Gorontalo,Indonesia,144195
Dumai,Indonesia,143760
Tanjungbalai,Indonesia,142506
Parepare,Indonesia,140000
Sidoarjo,Indonesia,139189
Weru,Indonesia,139004
Jayapura,Indonesia,134895
Baturaja,Indonesia,134759
Adiwerna,Indonesia,134188
Singaraja,Indonesia,133784
Blitar,Indonesia,132416
Martapura,Indonesia,131449
Kisaran,Indonesia,129911
Palopo,Indonesia,129273
Teluknaga,Indonesia,128275
Ungaran,Indonesia,127812
Rangkasbitung,Indonesia,126910
Klaten,Indonesia,126831
Jombang,Indonesia,126465
Paseh,Indonesia,126181
Pangkalpinang,Indonesia,125933
Sorong,Indonesia,125535
Padalarang,Indonesia,124946
Ciamis,Indonesia,123637
Lumajang,Indonesia,123626
Indramayu,Indonesia,123263
Pati,Indonesia,122785
Payakumbuh,Indonesia,121572
Bangil,Indonesia,120000
Sepatan,Indonesia,118439
Tebingtinggi,Indonesia,117530
Kedungwuni,Indonesia,117249
Batang,Indonesia,115537
Pamanukan,Indonesia,114290
Sawangan,Indonesia,114069
Mojokerto,Indonesia,112557
Cileunyi,Indonesia,111476
Magelang,Indonesia,111461
Kresek,Indonesia,110182
Citeureup,Indonesia,110155
Banyuwangi,Indonesia,108166
Cikarang,Indonesia,106479
Arjawinangun,Indonesia,105845
Depok,Indonesia,104527
Prabumulih,Indonesia,103470
Rantauprapat,Indonesia,103009
Belawan,Indonesia,102707
Singkawang,Indonesia,101838
Ternate,Indonesia,101731
Bontang,Indonesia,101691
Grogol,Indonesia,100613
Padangsidempuan,Indonesia,100561
Sumedang Utara,Indonesia,100000
Bukittinggi,Indonesia,98746
Dukuhturi,Indonesia,98074
Tarakan,Indonesia,97478
Sungai Penuh,Indonesia,95913
Sumber,Indonesia,93420
Wonosobo,Indonesia,92990
Palimanan,Indonesia,92600
Pamekasan,Indonesia,92447
Pandeglang,Indonesia,92316
Pariaman,Indonesia,92183
Kudus,Indonesia,92156
Caringin,Indonesia,91845
Banjar,Indonesia,89040
Lhokseumawe,Indonesia,88974
Cicurug,Indonesia,88965
Kartasura,Indonesia,88927
Klangenan,Indonesia,88378
Majalengka,Indonesia,87732
Bojonegoro,Indonesia,86568
Kasihan,Indonesia,86234
Sumenep,Indonesia,84656
Ambarawa,Indonesia,84379
Margahayukencana,Indonesia,83119
Galesong,Indonesia,83050
Watampone,Indonesia,81629
Kedungwaru,Indonesia,80257
Serpong,Indonesia,80193
Sibolga,Indonesia,79714
Genteng,Indonesia,79652
Gedangan,Indonesia,79230
Ponorogo,Indonesia,79026
Ciranjang Hilir,Indonesia,77758
Ende,Indonesia,77205
Tuban,Indonesia,76242
Kebomas,Indonesia,75982
Karangsembung,Indonesia,75856
Tarub,Indonesia,75739
Batu,Indonesia,75631
Sungailiat,Indonesia,74719
Gresik,Indonesia,73629
Sewon,Indonesia,73585
Jatibarang,Indonesia,73010
Kuningan,Indonesia,72085
Sragen,Indonesia,71522
Pagar Alam,Indonesia,70386
Mertoyudan,Indonesia,69871
Bondowoso,Indonesia,69783
Nganjuk,Indonesia,69011
Melati,Indonesia,67090
Bima,Indonesia,66970
Sokaraja,Indonesia,66482
Gamping Lor,Indonesia,66110
Sampit,Indonesia,66053
Lahat,Indonesia,65906
Tulungagung,Indonesia,65262
Muncar,Indonesia,64537
Tulangan Utara,Indonesia,63889
Godean,Indonesia,63164
Tanjung Pandan,Indonesia,62374
Abepura,Indonesia,62248
Bangkalan,Indonesia,62178
Slawi,Indonesia,61206
Pecangaan,Indonesia,61046
Kertosono,Indonesia,60782
Barabai,Indonesia,60192
Boyolali,Indonesia,59851
Sengkang,Indonesia,59523
Lamongan,Indonesia,59224
Baki,Indonesia,58909
Bantul,Indonesia,58653
Weleri,Indonesia,58448
Polewali,Indonesia,58190
Jatiwangi,Indonesia,57973
Baekrajan,Indonesia,57920
Singosari,Indonesia,57793
Kabanjahe,Indonesia,57159
Purbalingga,Indonesia,56903
Pare,Indonesia,56699
Balaipungut,Indonesia,56452
Mendaha,Indonesia,56268
Sleman,Indonesia,56215
Pandak,Indonesia,56043
Amuntai,Indonesia,55560
Besuki,Indonesia,55465
Wedi,Indonesia,55300
Cepu,Indonesia,55055
Langsa,Indonesia,54465
Sampang,Indonesia,53269
Manokwari,Indonesia,53190
Tanjungagung,Indonesia,53117
Sumbawa Besar,Indonesia,52654
Terbanggi Besar,Indonesia,52566
Kepanjen,Indonesia,51919
Blora,Indonesia,51811
Comal,Indonesia,51092
Karanganom,Indonesia,50670
Kawalu,Indonesia,50541
Jatiroto,Indonesia,50059
Labuhan Deli,Indonesia,49668
Gampengrejo,Indonesia,49118
Dompu,Indonesia,49000
Gatak,Indonesia,48959
Singaparna,Indonesia,48882
Waingapu,Indonesia,48828
Banyumas,Indonesia,48378
Solok,Indonesia,48372
Pameungpeuk,Indonesia,48294
Buduran,Indonesia,48152
Luwuk,Indonesia,47778
Sungai Raya,Indonesia,47735
Amahai,Indonesia,47653
Balung,Indonesia,47631
Maumere,Indonesia,47598
Poso,Indonesia,47110
Singkil,Indonesia,46800
Curup,Indonesia,46245
Candi Prambanan,Indonesia,44925
Muntilan,Indonesia,44859
Berastagi,Indonesia,44765
Bambanglipuro,Indonesia,44713
Ketanggungan,Indonesia,44288
Rembangan,Indonesia,44030
Nabire,Indonesia,43898
Gebog,Indonesia,43756
Kencong,Indonesia,43046
Pelabuhanratu,Indonesia,43001
Panji,Indonesia,42789
Katabu,Indonesia,42750
Baturaden,Indonesia,42394
Kotabumi,Indonesia,42366
Diwek,Indonesia,41719
Kijang,Indonesia,41344
Sinjai,Indonesia,40797
Rantepao,Indonesia,40438
Reuleuet,Indonesia,40393
Juwana,Indonesia,40177
Pekan Bahapal,Indonesia,40000
Rajapolah,Indonesia,39840
Tual,Indonesia,39502
Wiradesa,Indonesia,39407
Majenang,Indonesia,38897
Buaran,Indonesia,38770
Krian,Indonesia,38603
Wonopringgo,Indonesia,38429
Pangkalanbuun,Indonesia,38057
Majene,Indonesia,37715
Jekulo,Indonesia,37521
Banjar,Indonesia,37263
Simpang,Indonesia,36652
Srono,Indonesia,36260
Sofifi,Indonesia,36197
Atambua,Indonesia,35793
Kualakapuas,Indonesia,35632
Wangon,Indonesia,35530
Sumberpucung,Indonesia,35285
Praya,Indonesia,35183
Meulaboh,Indonesia,35062
Ruteng,Indonesia,34569
Manggar,Indonesia,34520
Pandaan,Indonesia,34184
Pemangkat,Indonesia,34029
Kuala Tungkal,Indonesia,33683
Tabanan,Indonesia,33667
Lebaksiu,Indonesia,33606
Labuan,Indonesia,33576
Mlonggo,Indonesia,33542
Tondano,Indonesia,33317
Negara,Indonesia,33191
Tanggulangin,Indonesia,32866
Jaten,Indonesia,32378
Boyolangu,Indonesia,32287
Gombong,Indonesia,31965
Amlapura City,Indonesia,31869
Amlapura,Indonesia,31869
Bandar,Indonesia,31442
Kutoarjo,Indonesia,31352
Karangampel,Indonesia,31234
Panarukan,Indonesia,30749
Sidareja,Indonesia,30313
Pakisaji,Indonesia,30213
Selogiri,Indonesia,30180
Kuta,Indonesia,30012
Maros,Indonesia,30000
Srandakan,Indonesia,29529
Kefamenanu,Indonesia,29490
Singojuruh,Indonesia,29418
Wongsorejo,Indonesia,29193
Trenggalek,Indonesia,29083
Lasem,Indonesia,28948
Ceper,Indonesia,28646
Randudongkal,Indonesia,28532
Balapulang,Indonesia,28483
Ubud,Indonesia,28373
Kraksaan,Indonesia,28248
Jogonalan,Indonesia,28114
Mranggen,Indonesia,28026
Deli Tua,Indonesia,27940
Klungkung,Indonesia,27836
Margasari,Indonesia,27814
Sijunjung,Indonesia,27786
Soe,Indonesia,27717
Tomohon,Indonesia,27624
Bulakamba,Indonesia,27367
Demak,Indonesia,27251
Paciran,Indonesia,27072
Babat,Indonesia,27038
Stabat,Indonesia,26862
Driyorejo,Indonesia,26827
Muntok,Indonesia,26709
Tayu,Indonesia,26413
Ngunut,Indonesia,26297
Colomadu,Indonesia,26274
Wanaraja,Indonesia,26240
Welahan,Indonesia,26163
Bireun,Indonesia,25793
Pangkalan Brandan,Indonesia,25542
Soko,Indonesia,25494
Teluk Nibung,Indonesia,25146
Tanjungtiram,Indonesia,25118
Seririt,Indonesia,25000
Sabang,Indonesia,24519
Delanggu,Indonesia,24440
Prigen,Indonesia,24164
Pundong,Indonesia,24081
Kalianget,Indonesia,23897
Ngemplak,Indonesia,23750
Trucuk,Indonesia,23584
Mojoagung,Indonesia,23534
Kroya,Indonesia,23255
Dampit,Indonesia,23094
Ngoro,Indonesia,22871
Gambiran Satu,Indonesia,22525
Kamal,Indonesia,22515
Gongdanglegi Kulon,Indonesia,22468
Ngawi,Indonesia,22412
Kebonarun,Indonesia,21745
Manismata,Indonesia,18888
Sigli,Indonesia,17504
Tongging,Indonesia,16000
Mamuju,Indonesia,15000
Sinabang,Indonesia,15000
Legian,Indonesia,10000
Lembar,Indonesia,10000
Labuan Lombok,Indonesia,10000
Tobelo,Indonesia,10000
Parapat,Indonesia,10000
Tomok Bolon,Indonesia,10000
Laikit,Indonesia,8000
Bejubang Dua,Indonesia,7957
Munduk,Indonesia,6200
