City,Country,Population,Min. Latitude,Max. Latitude,Min. Longitude,Max. Longitude
Henderson - Nevada,United States,270811,35.5156,36.130061,-117.530402,-115.91647
Lincoln - Nebraska,United States,268738,36.130062,36.744523,-115.916469,-114.302536
Buffalo - New York,United States,258959,36.744524,37.358985,-114.302535,-112.688603
Jersey City - New Jersey,United States,257342,37.358986,37.973448,-112.688602,-111.074669
Chula Vista - California,United States,256780,37.973449,38.58791,-111.074668,-109.460736
Fort Wayne - Indiana,United States,256496,38.587911,39.202372,-109.460735,-107.846802
Orlando - Florida,United States,255483,39.202373,39.816834,-107.846801,-106.232869
St. Petersburg - Florida,United States,249688,39.816835,40.431297,-106.232868,-104.618935
Chandler - Arizona,United States,249146,40.431298,41.045759,-104.618934,-103.005001
Laredo - Texas,United States,248142,41.04576,41.660221,-103.005,-101.391068
Norfolk - Virginia,United States,246139,41.660222,42.274683,-101.391067,-99.777134
Durham - North Carolina,United States,245475,42.274684,42.889146,-99.777133,-98.163201
Madison - Wisconsin,United States,243344,42.889147,43.503608,-98.1632,-96.549267
Lubbock - Texas,United States,239538,43.503609,44.11807,-96.549266,-94.935334
Irvine - California,United States,236716,44.118071,44.732532,-94.935333,-93.3214
Winston-Salem - North Carolina,United States,236441,44.732533,45.346995,-93.321399,-91.707467
Glendale - Arizona,United States,234632,45.346996,45.961457,-91.707466,-90.093533
Garland - Texas,United States,234566,45.961458,46.575919,-90.093532,-88.479599
Hialeah - Florida,United States,233394,46.57592,47.190381,-88.479599,-86.865666
Reno - Nevada,United States,233294,47.190382,47.804844,-86.865665,-85.251732
Chesapeake - Virginia,United States,230571,47.804845,48.419306,-85.251731,-83.637799
Gilbert - Arizona,United States,229972,48.419307,49.033768,-83.637798,-82.023865
Baton Rouge - Louisiana,United States,229426,49.033769,49.648232,-82.023864,-80.409932
Irving - Texas,United States,228653,30.599902,31.214363,-80.409931,-78.795998
Scottsdale - Arizona,United States,226918,31.214364,31.828825,-78.795997,-77.182065
North Las Vegas - Nevada,United States,226877,31.828826,32.443287,-77.182064,-75.568131
Fremont - California,United States,224922,32.443288,33.05775,-75.56813,-73.954198
Boise City - Idaho,United States,214237,33.057751,33.672212,-73.954197,-72.340264
Richmond - Virginia,United States,214114,33.672213,34.286674,-72.340263,-70.72633
San Bernardino - California,United States,213708,34.286675,34.901136,-123.986137,-122.372204
Birmingham - Alabama,United States,212113,34.901137,35.515599,-122.372203,-120.75827
Spokane - Washington,United States,210721,35.5156,36.130061,-120.758269,-119.144337
Rochester - New York,United States,210358,36.130062,36.744523,-119.144336,-117.530403
Des Moines - Iowa,United States,207510,36.744524,37.358985,-117.530402,-115.91647
Modesto - California,United States,204933,37.358986,37.973448,-115.916469,-114.302536
Fayetteville - North Carolina,United States,204408,37.973449,38.58791,-114.302535,-112.688603
Tacoma - Washington,United States,203446,38.587911,39.202372,-112.688602,-111.074669
Oxnard - California,United States,203007,39.202373,39.816834,-111.074668,-109.460736
Fontana - California,United States,203003,39.816835,40.431297,-109.460735,-107.846802
Columbus - Georgia,United States,202824,40.431298,41.045759,-107.846801,-106.232869
Montgomery - Alabama,United States,201332,41.04576,41.660221,-106.232868,-104.618935
Moreno Valley - California,United States,201175,41.660222,42.274683,-104.618934,-103.005001
Shreveport - Louisiana,United States,200327,42.274684,42.889146,-103.005,-101.391068
Aurora - Illinois,United States,199963,42.889147,43.503608,-101.391067,-99.777134
Yonkers - New York,United States,199766,43.503609,44.11807,-99.777133,-98.163201
Akron - Ohio,United States,198100,44.118071,44.732532,-98.1632,-96.549267
Huntington Beach - California,United States,197575,44.732533,45.346995,-96.549266,-94.935334
Little Rock - Arkansas,United States,197357,45.346996,45.961457,-94.935333,-93.3214
Augusta-Richmond County - Georgia,United States,197350,45.961458,46.575919,-93.321399,-91.707467
Amarillo - Texas,United States,196429,46.57592,47.190381,-91.707466,-90.093533
Glendale - California,United States,196021,47.190382,47.804844,-90.093532,-88.479599
Mobile - Alabama,United States,194899,47.804845,48.419306,-88.479599,-86.865666
Grand Rapids - Michigan,United States,192294,48.419307,49.033768,-86.865665,-85.251732
Salt Lake City - Utah,United States,191180,49.033769,49.648232,-85.251731,-83.637799
Tallahassee - Florida,United States,186411,30.599902,31.214363,-83.637798,-82.023865
Huntsville - Alabama,United States,186254,31.214364,31.828825,-82.023864,-80.409932
Grand Prairie - Texas,United States,183372,31.828826,32.443287,-80.409931,-78.795998
Knoxville - Tennessee,United States,183270,32.443288,33.05775,-78.795997,-77.182065
Worcester - Massachusetts,United States,182544,33.057751,33.672212,-77.182064,-75.568131
Newport News - Virginia,United States,182020,33.672213,34.286674,-75.56813,-73.954198
Brownsville - Texas,United States,181860,34.286675,34.901136,-73.954197,-72.340264
Overland Park - Kansas,United States,181260,34.901137,35.515599,-72.340263,-70.72633
Santa Clarita - California,United States,179590,35.5156,36.130061,-123.986137,-122.372204
Providence - Rhode Island,United States,177994,36.130062,36.744523,-122.372203,-120.75827
Garden Grove - California,United States,175140,36.744524,37.358985,-120.758269,-119.144337
Chattanooga - Tennessee,United States,173366,37.358986,37.973448,-119.144336,-117.530403
Oceanside - California,United States,172794,37.973449,38.58791,-117.530402,-115.91647
Jackson - Mississippi,United States,172638,38.587911,39.202372,-115.916469,-114.302536
Fort Lauderdale - Florida,United States,172389,39.202373,39.816834,-114.302535,-112.688603
Santa Rosa - California,United States,171990,39.816835,40.431297,-112.688602,-111.074669
Rancho Cucamonga - California,United States,171386,40.431298,41.045759,-111.074668,-109.460736
Port St. Lucie - Florida,United States,171016,41.04576,41.660221,-109.460735,-107.846802
Tempe - Arizona,United States,168228,41.660222,42.274683,-107.846801,-106.232869
Ontario - California,United States,167500,42.274684,42.889146,-106.232868,-104.618935
Vancouver - Washington,United States,167405,42.889147,43.503608,-104.618934,-103.005001
Cape Coral - Florida,United States,165831,43.503609,44.11807,-103.005,-101.391068
Sioux Falls - South Dakota,United States,164676,44.118071,44.732532,-101.391067,-99.777134
Springfield - Missouri,United States,164122,44.732533,45.346995,-99.777133,-98.163201
Peoria - Arizona,United States,162592,45.346996,45.961457,-98.1632,-96.549267
Pembroke Pines - Florida,United States,162329,45.961458,46.575919,-96.549266,-94.935334
Elk Grove - California,United States,161007,46.57592,47.190381,-94.935333,-93.3214
Salem - Oregon,United States,160614,47.190382,47.804844,-93.321399,-91.707467
Lancaster - California,United States,159523,47.804845,48.419306,-91.707466,-90.093533
Corona - California,United States,159503,48.419307,49.033768,-90.093532,-88.479599
Eugene - Oregon,United States,159190,49.033769,49.648232,-88.479599,-86.865666
Palmdale - California,United States,157161,30.599902,31.214363,-86.865665,-85.251732
Salinas - California,United States,155662,31.214364,31.828825,-85.251731,-83.637799
Springfield - Massachusetts,United States,153703,31.828826,32.443287,-83.637798,-82.023865
Pasadena - Texas,United States,152735,32.443288,33.05775,-82.023864,-80.409932
Fort Collins - Colorado,United States,152061,33.057751,33.672212,-80.409931,-78.795998
Hayward - California,United States,151574,33.672213,34.286674,-78.795997,-77.182065
Pomona - California,United States,151348,34.286675,34.901136,-77.182064,-75.568131
Cary - North Carolina,United States,151088,34.901137,35.515599,-75.56813,-73.954198
Rockford - Illinois,United States,150251,35.5156,36.130061,-73.954197,-72.340264
Alexandria - Virginia,United States,148892,36.130062,36.744523,-72.340263,-70.72633
Escondido - California,United States,148738,36.744524,37.358985,-123.986137,-122.372204
McKinney - Texas,United States,148559,37.358986,37.973448,-122.372203,-120.75827
Kansas City - Kansas,United States,148483,37.973449,38.58791,-120.758269,-119.144337
Joliet - Illinois,United States,147806,38.587911,39.202372,-119.144336,-117.530403
Sunnyvale - California,United States,147559,39.202373,39.816834,-117.530402,-115.91647
Torrance - California,United States,147478,39.816835,40.431297,-115.916469,-114.302536
Bridgeport - Connecticut,United States,147216,40.431298,41.045759,-114.302535,-112.688603
Lakewood - Colorado,United States,147214,41.04576,41.660221,-112.688602,-111.074669
Hollywood - Florida,United States,146526,41.660222,42.274683,-111.074668,-109.460736
Paterson - New Jersey,United States,145948,42.274684,42.889146,-109.460735,-107.846802
Naperville - Illinois,United States,144864,42.889147,43.503608,-107.846801,-106.232869
Syracuse - New York,United States,144669,43.503609,44.11807,-106.232868,-104.618935
Mesquite - Texas,United States,143484,44.118071,44.732532,-104.618934,-103.005001
Dayton - Ohio,United States,143355,44.732533,45.346995,-103.005,-101.391068
Savannah - Georgia,United States,142772,45.346996,45.961457,-101.391067,-99.777134
Clarksville - Tennessee,United States,142357,45.961458,46.575919,-99.777133,-98.163201
Orange - California,United States,139969,46.57592,47.190381,-98.1632,-96.549267
Pasadena - California,United States,139731,47.190382,47.804844,-96.549266,-94.935334
Fullerton - California,United States,138981,47.804845,48.419306,-94.935333,-93.3214
Killeen - Texas,United States,137147,48.419307,49.033768,-93.321399,-91.707467
Frisco - Texas,United States,136791,49.033769,49.648232,-91.707466,-90.093533
Hampton - Virginia,United States,136699,30.599902,31.214363,-90.093532,-88.479599
McAllen - Texas,United States,136639,31.214364,31.828825,-88.479599,-86.865666
Warren - Michigan,United States,134873,31.828826,32.443287,-86.865665,-85.251732
Bellevue - Washington,United States,133992,32.443288,33.05775,-85.251731,-83.637799
West Valley City - Utah,United States,133579,33.057751,33.672212,-83.637798,-82.023865
Columbia - South Carolina,United States,133358,33.672213,34.286674,-82.023864,-80.409932
Olathe - Kansas,United States,131885,34.286675,34.901136,-80.409931,-78.795998
Sterling Heights - Michigan,United States,131224,34.901137,35.515599,-78.795997,-77.182065
New Haven - Connecticut,United States,130660,35.5156,36.130061,-77.182064,-75.568131
Miramar - Florida,United States,130288,36.130062,36.744523,-75.56813,-73.954198
Waco - Texas,United States,129030,36.744524,37.358985,-73.954197,-72.340264
Thousand Oaks - California,United States,128731,37.358986,37.973448,-72.340263,-70.72633
Cedar Rapids - Iowa,United States,128429,37.973449,38.58791,-123.986137,-122.372204
Charleston - South Carolina,United States,127999,38.587911,39.202372,-122.372203,-120.75827
Visalia - California,United States,127763,39.202373,39.816834,-120.758269,-119.144337
Topeka - Kansas,United States,127679,39.816835,40.431297,-119.144336,-117.530403
Elizabeth - New Jersey,United States,127558,40.431298,41.045759,-117.530402,-115.91647
Gainesville - Florida,United States,127488,41.04576,41.660221,-115.916469,-114.302536
Thornton - Colorado,United States,127359,41.660222,42.274683,-114.302535,-112.688603
Roseville - California,United States,127035,42.274684,42.889146,-112.688602,-111.074669
Carrollton - Texas,United States,126700,42.889147,43.503608,-111.074668,-109.460736
Coral Springs - Florida,United States,126604,43.503609,44.11807,-109.460735,-107.846802
Stamford - Connecticut,United States,126456,44.118071,44.732532,-107.846801,-106.232869
Simi Valley - California,United States,126181,44.732533,45.346995,-106.232868,-104.618935
Concord - California,United States,125880,45.346996,45.961457,-104.618934,-103.005001
Hartford - Connecticut,United States,125017,45.961458,46.575919,-103.005,-101.391068
Kent - Washington,United States,124435,46.57592,47.190381,-101.391067,-99.777134
Lafayette - Louisiana,United States,124276,47.190382,47.804844,-99.777133,-98.163201
Midland - Texas,United States,123933,47.804845,48.419306,-98.1632,-96.549267
Surprise - Arizona,United States,123546,48.419307,49.033768,-96.549266,-94.935334
Denton - Texas,United States,123099,49.033769,49.648232,-94.935333,-93.3214
Victorville - California,United States,121096,30.599902,31.214363,-93.321399,-91.707467
Evansville - Indiana,United States,120310,31.214364,31.828825,-91.707466,-90.093533
Santa Clara - California,United States,120245,31.828826,32.443287,-90.093532,-88.479599
Abilene - Texas,United States,120099,32.443288,33.05775,-88.479599,-86.865666
Athens-Clarke County - Georgia,United States,119980,33.057751,33.672212,-86.865665,-85.251732
Vallejo - California,United States,118837,33.672213,34.286674,-85.251731,-83.637799
Allentown - Pennsylvania,United States,118577,34.286675,34.901136,-83.637798,-82.023865
Norman - Oklahoma,United States,118197,34.901137,35.515599,-82.023864,-80.409932
Beaumont - Texas,United States,117796,35.5156,36.130061,-80.409931,-78.795998
Independence - Missouri,United States,117240,36.130062,36.744523,-78.795997,-77.182065
Murfreesboro - Tennessee,United States,117044,36.744524,37.358985,-77.182064,-75.568131
Ann Arbor - Michigan,United States,117025,37.358986,37.973448,-75.56813,-73.954198
Springfield - Illinois,United States,117006,37.973449,38.58791,-73.954197,-72.340264
Berkeley - California,United States,116768,38.587911,39.202372,-72.340263,-70.72633
Peoria - Illinois,United States,116513,39.202373,39.816834,-123.986137,-122.372204
Provo - Utah,United States,116288,39.816835,40.431297,-122.372203,-120.75827
El Monte - California,United States,115708,40.431298,41.045759,-120.758269,-119.144337
Columbia - Missouri,United States,115276,41.04576,41.660221,-119.144336,-117.530403
Lansing - Michigan,United States,113972,41.660222,42.274683,-117.530402,-115.91647
Fargo - North Dakota,United States,113658,42.274684,42.889146,-115.916469,-114.302536
Downey - California,United States,113242,42.889147,43.503608,-114.302535,-112.688603
Costa Mesa - California,United States,112174,43.503609,44.11807,-112.688602,-111.074669
Wilmington - North Carolina,United States,112067,44.118071,44.732532,-111.074668,-109.460736
Arvada - Colorado,United States,111707,44.732533,45.346995,-109.460735,-107.846802
Inglewood - California,United States,111542,45.346996,45.961457,-107.846801,-106.232869
Miami Gardens - Florida,United States,111378,45.961458,46.575919,-106.232868,-104.618935
Carlsbad - California,United States,110972,46.57592,47.190381,-104.618934,-103.005001
Westminster - Colorado,United States,110945,47.190382,47.804844,-103.005,-101.391068
Rochester - Minnesota,United States,110742,47.804845,48.419306,-101.391067,-99.777134
Odessa - Texas,United States,110720,48.419307,49.033768,-99.777133,-98.163201
Manchester - New Hampshire,United States,110378,49.033769,49.648232,-98.1632,-96.549267
Elgin - Illinois,United States,110145,30.599902,31.214363,-96.549266,-94.935334
West Jordan - Utah,United States,110077,31.214364,31.828825,-94.935333,-93.3214
Round Rock - Texas,United States,109821,31.828826,32.443287,-93.321399,-91.707467
Clearwater - Florida,United States,109703,32.443288,33.05775,-91.707466,-90.093533
Waterbury - Connecticut,United States,109676,33.057751,33.672212,-90.093532,-88.479599
Gresham - Oregon,United States,109397,33.672213,34.286674,-88.479599,-86.865666
Fairfield - California,United States,109320,34.286675,34.901136,-86.865665,-85.251732
Billings - Montana,United States,109059,34.901137,35.515599,-85.251731,-83.637799
Lowell - Massachusetts,United States,108861,35.5156,36.130061,-83.637798,-82.023865
San Buenaventura (Ventura) - California,United States,108817,36.130062,36.744523,-82.023864,-80.409932
Pueblo - Colorado,United States,108249,36.744524,37.358985,-80.409931,-78.795998
High Point - North Carolina,United States,107741,37.358986,37.973448,-78.795997,-77.182065
West Covina - California,United States,107740,37.973449,38.58791,-77.182064,-75.568131
Richmond - California,United States,107571,38.587911,39.202372,-75.56813,-73.954198
Murrieta - California,United States,107479,39.202373,39.816834,-73.954197,-72.340264
Cambridge - Massachusetts,United States,107289,39.816835,40.431297,-72.340263,-70.72633
Antioch - California,United States,107100,40.431298,41.045759,-123.986137,-122.372204
Temecula - California,United States,106780,41.04576,41.660221,-122.372203,-120.75827
Norwalk - California,United States,106589,41.660222,42.274683,-120.758269,-119.144337
