ID,Category,Wind Speed (mph),Rain Fall (in.),Flood Depth (in.),Diameter (mi.),Warning Time,Start Time (made landfall),End Time (< category 1),Path,Path Length (mi.),Deaths,Permanent Injuries,Less Severe Injuries,Buildings Destroyed
H-2000156,2,99,9,15,120,"Jan. 17, 1967 - 05:11:04","Jan. 22, 1967 - 19:58:26","Jan. 23, 1967 - 12:58:26","-16.492646, -66.757521 -> 0.833239, -58.520257 -> 2.150473, -60.387268 -> -13.655381, -54.578619 -> -17.483818, -52.454216 -> -21.165676, -40.022845 -> -3.105015, -41.899811 -> -13.408088, -65.331434 -> -20.019981, -63.950723 -> -11.906222, -67.004262 -> -2.42371, -51.54047 -> -15.171272, -42.346875 -> -1.029019, -51.855162 -> -4.478222, -43.12465 -> -14.320573, -54.082287 -> -8.407359, -46.271466 -> -18.965544, -60.398526 -> 0.010773, -61.006727 -> 2.859094, -43.601826 -> -13.093927, -57.419267 -> -12.85991, -50.318509 -> -12.680897, -40.894996 -> -10.43107, -52.04366 -> -1.684066, -57.43878 -> -20.814024, -41.56277 -> -1.293377, -45.835054 -> -12.583432, -42.954375 -> -16.28749, -64.598343 -> -14.678261, -51.139662 -> -4.186792, -49.461932 -> -21.195204, -56.40188 -> -8.829562, -55.735179 -> 1.0048, -49.424692 -> -21.658482, -62.935896",148.0,16415,0,185990,59263
H-2000157,5,177,47,210,981,"Oct. 31, 1966 - 07:35:58","Nov. 4, 1966 - 21:57:52","Nov. 5, 1966 - 21:57:52","26.190619, 94.751152 -> 29.574368, 96.964162 -> 37.190857, 99.531238 -> 25.995279, 98.226008 -> 25.738623, 116.533303 -> 35.399107, 91.465337 -> 33.168387, 109.40989 -> 34.400841, 95.227623 -> 28.739702, 106.243435 -> 34.263447, 96.683503 -> 29.534141, 94.078898 -> 26.957018, 114.941315 -> 27.467168, 103.354117 -> 38.353912, 92.343966 -> 34.909188, 119.687733 -> 37.085586, 109.360964 -> 25.178634, 119.110133 -> 24.254193, 106.769273 -> 30.196706, 117.162049 -> 25.54624, 95.189736 -> 36.272457, 100.161062 -> 25.436152, 103.452403 -> 35.269724, 97.128897 -> 29.286779, 107.317578 -> 37.224483, 94.135648 -> 26.145291, 90.607583 -> 23.888171, 91.907965 -> 29.498722, 120.11548 -> 28.451241, 117.448459 -> 24.838665, 99.444179 -> 35.014272, 98.657756 -> 22.804955, 106.310996 -> 35.512104, 95.328495 -> 21.843491, 110.858747",203.0,975553,12295220,21952150,4307279
H-2000158,2,110,12,15,208,"Feb. 24, 1930 - 01:25:54","Feb. 28, 1930 - 06:19:10","Feb. 28, 1930 - 22:19:10","-21.62144, -66.5203 -> -3.451416, -35.526219 -> 2.901848, -71.887493 -> -0.794279, -39.859371 -> -9.267596, -56.275119 -> -10.61337, -67.757685 -> -9.635416, -60.733202 -> -10.432606, -59.067589 -> -6.563086, -69.792136 -> -3.648885, -53.79023 -> 0.057607, -68.714259 -> 1.016123, -51.937114 -> -3.627448, -42.827568 -> -20.138661, -60.104223 -> -11.377596, -64.625629 -> -2.133949, -61.035948 -> -4.511781, -49.749159 -> -11.80884, -63.345517 -> -6.323722, -44.103996 -> -4.811112, -40.977431 -> 3.527003, -71.205049 -> -0.225854, -68.410007 -> -5.471975, -42.055596 -> -8.873179, -48.515317 -> -13.247485, -67.093737 -> -1.004717, -37.339721 -> -2.031311, -36.200571 -> -2.223486, -45.786962 -> -11.702671, -60.216445 -> -16.644245, -69.735865 -> -20.32431, -62.045768 -> -17.518566, -43.124385 -> -19.189869, -72.421354 -> -16.10168, -41.8309",141.0,13942,0,244874,58438
H-2000159,1,81,9,18,26,"May 01, 1971 - 06:13:26","May 11, 1971 - 14:03:43","May 12, 1971 - 04:03:43","64.82223, -28.510777 -> 78.626548, -30.306311 -> 64.64048, -37.154598 -> 80.111056, -40.987251 -> 78.910706, -49.035945 -> 66.84777, -55.41059 -> 74.47239, -23.9894 -> 66.327404, -52.035844 -> 61.602311, -23.012957 -> 60.647113, -44.576913 -> 64.014813, -41.097674 -> 71.00977, -43.484739 -> 79.010562, -21.448015 -> 80.321663, -31.013576 -> 62.738761, -38.589923 -> 71.417079, -32.727543 -> 67.361216, -49.36529 -> 64.525577, -20.55278 -> 74.61674, -25.630182 -> 80.658583, -38.347388 -> 70.364734, -28.962174 -> 76.133034, -36.279852 -> 76.978551, -55.408671 -> 68.869582, -35.574191 -> 68.110176, -22.013998 -> 68.1755, -47.12184 -> 61.084871, -33.988559 -> 60.683178, -24.991133 -> 65.279965, -31.54714 -> 78.050177, -41.729614 -> 71.312978, -41.499322 -> 67.346742, -26.396817 -> 74.517679, -44.349415 -> 66.71825, -51.213974",107.0,62,0,1024,285
H-2000160,2,108,12,23,263,"Jul. 21, 1890 - 20:37:42","Jul. 29, 1890 - 08:53:51","Jul. 30, 1890 - 00:53:51","65.166318, -50.789713 -> 67.694031, -37.162406 -> 77.716569, -31.786404 -> 78.972033, -38.867401 -> 65.391783, -55.210877 -> 81.941149, -30.63711 -> 63.032884, -38.414272 -> 67.261935, -53.690942 -> 63.03444, -34.85442 -> 75.963759, -52.036541 -> 76.381022, -38.325069 -> 71.050545, -55.629908 -> 63.252436, -52.447143 -> 65.56746, -38.517212 -> 65.504017, -46.300298 -> 67.784972, -27.284062 -> 80.230468, -45.792824 -> 73.209954, -46.590277 -> 70.242582, -32.305913 -> 78.767902, -53.846104 -> 75.44936, -44.875704 -> 66.816792, -51.31396 -> 77.517616, -22.948507 -> 61.255343, -26.165951 -> 61.251671, -48.8857 -> 72.096954, -28.754573 -> 74.291363, -40.208671 -> 64.739452, -23.469719 -> 69.94238, -32.99506 -> 81.422831, -37.795967 -> 69.36065, -21.599079 -> 80.739899, -56.237258 -> 82.447922, -39.971043 -> 77.427556, -43.984413",149.0,75,0,1133,359
H-2000161,4,137,20,57,394,"Feb. 03, 1951 - 14:46:06","Feb. 11, 1951 - 10:04:37","Feb. 12, 1951 - 04:04:37","-7.333948, -54.909109 -> -10.505108, -50.645754 -> -10.363257, -45.112608 -> -5.973217, -57.881986 -> -7.490298, -58.578402 -> -0.509662, -66.271083 -> -19.815859, -41.036191 -> 0.177933, -50.440997 -> -10.035966, -61.597209 -> -14.934192, -62.245153 -> -3.201506, -51.009083 -> -19.374322, -44.291861 -> -15.095235, -55.038228 -> -3.971433, -66.86489 -> 3.158591, -54.759135 -> -16.230807, -55.300259 -> -10.307423, -37.739326 -> 1.969527, -66.726939 -> -18.546551, -59.109637 -> -17.170888, -37.652711 -> -15.592304, -42.082364 -> -3.680087, -53.268734 -> -1.093648, -53.747434 -> 2.370732, -59.273984 -> 3.358176, -56.257914 -> -6.812449, -62.958894 -> -8.520626, -62.913393 -> 2.585736, -57.256751 -> 1.154633, -65.588034 -> -9.188588, -68.01702 -> -4.72714, -37.62261 -> -12.973545, -47.956526 -> -13.652476, -49.945598 -> -12.686577, -63.07208",181.0,47636,173232,1040060,212275
H-2000162,2,101,8,0,285,"Mar. 11, 1996 - 20:15:31","Mar. 20, 1996 - 11:46:30","Mar. 21, 1996 - 02:46:30","29.532542, 39.634859 -> 19.443258, 37.314338 -> 25.153537, 51.583172 -> 17.884125, 38.989993 -> 30.76296, 44.847658 -> 24.321754, 45.302716 -> 26.321743, 50.129535 -> 22.198801, 41.955803 -> 19.676274, 47.07053 -> 19.057317, 41.666341 -> 27.421762, 45.824974 -> 21.143912, 44.809235 -> 18.70493, 51.446801 -> 30.06039, 35.50773 -> 27.914891, 52.167843 -> 22.909915, 48.066649 -> 29.652468, 41.975313 -> 25.334123, 39.940749 -> 19.600315, 49.53874 -> 22.861149, 52.475301 -> 23.050833, 36.726632 -> 22.739556, 37.841914 -> 24.547693, 51.464336 -> 27.979166, 53.381753 -> 28.006014, 47.512776 -> 25.68465, 37.777106 -> 23.591451, 47.984844 -> 30.757502, 38.941195 -> 18.078163, 53.5269 -> 20.513502, 51.804197 -> 29.635976, 38.52612 -> 20.572355, 45.471196 -> 23.172867, 49.495605 -> 19.020831, 43.26045",143.0,8875,0,141845,40252
H-2000163,4,149,15,18,467,"Dec. 24, 1982 - 12:01:50","Jan. 3, 1983 - 04:07:21","Jan. 4, 1983 - 01:07:21","26.267981, 77.8794 -> 14.004122, 84.913167 -> 14.633345, 81.833563 -> 14.007423, 76.173774 -> 26.150272, 74.047727 -> 9.700501, 79.627031 -> 9.906682, 85.631284 -> 9.104953, 70.459555 -> 19.291316, 76.389212 -> 27.200081, 74.196346 -> 14.593285, 77.075246 -> 26.215712, 76.946548 -> 21.629137, 86.168935 -> 9.228374, 86.066797 -> 21.276205, 85.668412 -> 26.120352, 82.942588 -> 28.023023, 84.624827 -> 18.044537, 72.312175 -> 30.37001, 77.26517 -> 12.082857, 84.38905 -> 16.334356, 80.996029 -> 22.461414, 79.414086 -> 9.580871, 87.027634 -> 24.410139, 69.877171 -> 16.354279, 68.345007 -> 9.287787, 73.358783 -> 18.486047, 85.494078 -> 18.440939, 81.720481 -> 23.171177, 82.701084 -> 15.376023, 84.536768 -> 14.457987, 84.707254 -> 17.136398, 69.729168 -> 21.258998, 69.281752 -> 23.785053, 76.677869",162.0,106784,341231,1664588,331101
H-2000164,3,119,10,21,208,"Jul. 04, 1893 - 12:05:16","Jul. 14, 1893 - 15:26:22","Jul. 15, 1893 - 09:26:22","-8.883692, -59.870071 -> -14.616565, -38.595154 -> -10.257204, -49.798174 -> -18.248971, -36.543143 -> -3.245696, -38.431449 -> -3.73635, -54.507747 -> -15.482969, -69.326145 -> -3.560845, -67.423603 -> -10.440882, -65.165932 -> -9.826066, -38.900367 -> -6.268096, -35.34582 -> -11.856183, -48.234853 -> -15.31853, -36.472177 -> -18.664813, -69.67599 -> -2.573002, -56.933907 -> -7.626684, -57.865642 -> -2.165356, -39.779053 -> -12.724213, -64.991439 -> -5.086669, -51.830901 -> -4.81249, -56.638194 -> -13.372059, -64.28382 -> 3.022879, -49.849643 -> -18.768313, -61.506045 -> -3.558331, -59.736631 -> -11.671648, -60.598674 -> -14.335686, -55.749604 -> -6.255407, -52.254974 -> -18.641205, -56.666997 -> -4.80424, -37.696055 -> -14.93858, -38.935396 -> -5.481251, -65.511613 -> -11.390092, -39.342449 -> -7.926241, -46.079123 -> -19.753404, -64.701713",158.0,51066,158776,878978,183661
H-2000165,3,128,12,27,326,"May 26, 1892 - 03:45:03","May 31, 1892 - 09:05:47","Jun. 1, 1892 - 01:05:47","-40.147186, -56.006297 -> -32.250358, -69.326371 -> -26.127005, -60.672415 -> -22.545095, -69.626723 -> -49.543668, -60.743979 -> -27.711147, -62.610178 -> -38.120398, -59.276592 -> -49.299736, -66.587723 -> -27.540027, -60.53926 -> -26.150824, -64.044123 -> -22.276257, -56.35516 -> -47.024717, -68.606165 -> -48.499593, -69.209939 -> -38.805479, -64.611791 -> -25.161694, -60.177278 -> -45.800752, -58.871036 -> -40.485919, -66.537629 -> -35.617201, -64.683247 -> -26.27223, -56.667929 -> -29.170666, -67.455981 -> -42.798492, -60.704074 -> -32.996792, -68.068371 -> -22.104025, -59.066162 -> -31.039626, -61.731175 -> -32.518234, -57.910262 -> -22.421083, -63.811213 -> -43.668281, -64.346687 -> -33.597251, -67.24989 -> -44.390186, -69.553355 -> -40.20829, -55.747178 -> -43.723649, -63.035847 -> -26.570423, -68.296967 -> -37.912807, -67.487264 -> -42.85389, -66.058581",164.0,24582,82805,427106,93997
H-2000166,5,180,35,142,669,"Apr. 11, 1922 - 05:52:13","Apr. 20, 1922 - 16:16:28","Apr. 21, 1922 - 12:16:28","-0.146564, 23.137951 -> -11.148362, 13.138623 -> -0.30022, 16.720499 -> -10.131481, 16.945738 -> 0.400485, 15.029763 -> -1.41931, 24.188487 -> 3.758828, 25.356228 -> -5.676683, 23.133089 -> -12.954767, 18.538611 -> -5.928801, 23.595359 -> -13.128534, 28.834851 -> -2.380358, 21.540629 -> 3.335674, 15.313118 -> -6.696502, 19.597435 -> -6.5726, 13.43941 -> 1.85572, 13.868383 -> 4.553517, 22.163183 -> -10.701898, 15.203754 -> -8.969639, 18.814844 -> -10.986903, 13.304447 -> -3.356379, 23.05714 -> -3.655398, 28.046515 -> -8.01449, 26.618732 -> -11.663298, 26.311235 -> 3.997197, 21.327478 -> 0.03327, 12.962198 -> 0.330953, 25.081711 -> -3.495529, 14.831716 -> -12.828555, 20.306241 -> -7.042869, 15.111381 -> -9.839529, 20.018394 -> 0.155011, 26.957288 -> 1.942822, 21.75315 -> -0.317961, 19.696814",186.0,351142,4890500,5167724,1223500
H-2000167,4,140,30,88,565,"Jun. 30, 1891 - 02:42:41","Jul. 8, 1891 - 08:33:57","Jul. 9, 1891 - 05:33:57","-22.669713, -63.009669 -> -35.794884, -64.1442 -> -23.763216, -66.299318 -> -28.794654, -68.074628 -> -42.25506, -58.738486 -> -34.956544, -56.849313 -> -27.634883, -64.356982 -> -27.069022, -61.317805 -> -43.777019, -69.69607 -> -30.817662, -64.765959 -> -30.286239, -66.847023 -> -43.500408, -66.531351 -> -29.675203, -60.407373 -> -39.251225, -65.739453 -> -42.194523, -65.686983 -> -42.793691, -59.875571 -> -47.472048, -68.263793 -> -46.057113, -67.428053 -> -30.383665, -58.313183 -> -33.474988, -55.739653 -> -31.983967, -67.725123 -> -49.676179, -64.027289 -> -40.378593, -58.746147 -> -27.163249, -60.639482 -> -35.188171, -68.676785 -> -37.293847, -55.442178 -> -31.24468, -57.03532 -> -44.312313, -57.836911 -> -47.40668, -57.179386 -> -47.174923, -65.561066 -> -39.348447, -69.431743 -> -39.481829, -67.360122 -> -48.451251, -61.863952 -> -38.120423, -55.429455",180.0,19700,72792,502377,102159
H-2000168,5,182,41,172,584,"Jan. 27, 1895 - 18:52:19","Feb. 7, 1895 - 05:59:07","Feb. 8, 1895 - 03:59:07","-33.364446, -57.571937 -> -39.811533, -67.350134 -> -30.829494, -60.771921 -> -43.840761, -66.64183 -> -48.093737, -60.80648 -> -30.049097, -60.559398 -> -48.880934, -60.365522 -> -30.998608, -62.307141 -> -26.785777, -65.098694 -> -39.166026, -61.502756 -> -27.636, -55.386532 -> -41.73998, -68.063804 -> -33.478193, -68.681427 -> -34.87142, -59.439641 -> -39.0173, -64.854818 -> -25.136566, -63.994918 -> -48.078725, -69.701351 -> -32.741348, -66.062251 -> -44.255584, -69.795206 -> -42.494193, -59.091004 -> -34.498317, -69.792272 -> -27.858165, -60.640062 -> -44.006916, -62.146456 -> -31.210364, -57.067453 -> -50.457266, -55.322889 -> -39.150846, -68.694141 -> -33.602268, -68.936712 -> -28.102409, -66.278312 -> -40.277631, -60.199287 -> -37.431858, -68.26434 -> -24.985616, -67.598325 -> -50.827067, -63.208755 -> -47.27191, -58.675209 -> -38.286665, -57.978744",185.0,56062,732676,1014431,190609
H-2000169,4,152,16,27,410,"Dec. 20, 1882 - 08:04:45","Dec. 30, 1882 - 14:07:55","Dec. 31, 1882 - 08:07:55","-36.198088, 150.864485 -> -35.781528, 133.575921 -> -20.202168, 130.684104 -> -19.288928, 151.147526 -> -13.343242, 115.782573 -> -33.375723, 129.597291 -> -36.70212, 121.522794 -> -36.427288, 125.712754 -> -30.824109, 121.418537 -> -36.898559, 124.307091 -> -11.209886, 120.655621 -> -33.004123, 120.398724 -> -27.772527, 132.687129 -> -11.979952, 121.161868 -> -20.065324, 119.201351 -> -35.336112, 151.185467 -> -25.954759, 144.098985 -> -25.890597, 114.546311 -> -25.516862, 121.089865 -> -26.500012, 125.457295 -> -24.564484, 118.954745 -> -14.511399, 146.858549 -> -36.220056, 139.282213 -> -38.408771, 115.537413 -> -23.728805, 117.092045 -> -31.512682, 118.036203 -> -19.794565, 137.333916 -> -24.383431, 120.932196 -> -19.097415, 113.933489 -> -32.887244, 118.226467 -> -35.19925, 134.129991 -> -11.899572, 129.699493 -> -34.878215, 114.513879 -> -15.499372, 139.543131",189.0,29765,127284,652733,144860
H-2000170,2,105,7,22,211,"May 20, 1986 - 20:00:36","May 30, 1986 - 22:14:27","May 31, 1986 - 15:14:27","19.091559, -91.215426 -> 22.254058, -91.545229 -> 25.184983, -90.624612 -> 17.103817, -115.517668 -> 16.595713, -115.004823 -> 26.682657, -107.858228 -> 30.499586, -96.567284 -> 29.33002, -91.477392 -> 26.204113, -101.173413 -> 23.094576, -109.312258 -> 18.66153, -98.031553 -> 22.18432, -92.722757 -> 22.798407, -112.826839 -> 16.994575, -102.06316 -> 22.814121, -97.596973 -> 21.730398, -87.967057 -> 16.306795, -108.200117 -> 30.032031, -106.233143 -> 28.322871, -96.261666 -> 20.679099, -102.377689 -> 29.663374, -104.912234 -> 25.943492, -100.274449 -> 18.326105, -101.07573 -> 26.657239, -103.596241 -> 29.972038, -106.60385 -> 28.676392, -105.293474 -> 25.860858, -97.149599 -> 20.934558, -98.200396 -> 21.365668, -95.217212 -> 27.469118, -88.542236 -> 22.909102, -110.37054 -> 19.21406, -103.382731 -> 19.411039, -96.678416 -> 28.801773, -112.489601",126.0,7918,0,146506,38031
H-2000171,1,89,7,1,71,"Jan. 21, 1929 - 22:00:47","Jan. 27, 1929 - 08:31:17","Jan. 27, 1929 - 20:31:17","-1.026083, 22.805829 -> -8.858328, 19.782708 -> 4.105324, 25.681783 -> 4.030897, 18.260992 -> -6.422078, 22.134244 -> 3.401497, 24.640051 -> -3.668991, 14.821222 -> 0.750226, 23.891793 -> -11.939915, 18.76537 -> -3.633917, 20.59786 -> 1.248083, 14.752975 -> -4.495613, 14.20989 -> 0.00814, 19.50676 -> -6.334999, 25.393901 -> -10.036341, 27.247059 -> -12.594351, 21.667491 -> 0.917479, 27.569787 -> -0.189571, 16.838786 -> -3.068898, 22.222972 -> -10.216018, 19.975684 -> -11.301135, 16.415977 -> -12.262946, 13.051396 -> -5.284998, 28.622926 -> -12.757233, 15.940561 -> -6.51892, 21.51528 -> -7.851897, 23.162143 -> -1.570747, 21.583146 -> 0.837426, 20.001106 -> -2.25604, 28.76826 -> -2.223262, 14.390691 -> -7.174794, 23.823236 -> 2.671783, 16.339875 -> 4.18392, 20.125936 -> -10.651412, 14.215178",102.0,22468,0,245656,69718
H-2000172,4,133,13,32,357,"May 20, 1898 - 00:05:58","May 29, 1898 - 19:27:17","May 30, 1898 - 16:27:17","8.600602, 73.256572 -> 10.98977, 76.70698 -> 24.866609, 71.200497 -> 19.564518, 73.350497 -> 12.021285, 82.930172 -> 26.528312, 86.587874 -> 13.406714, 79.17645 -> 26.388848, 75.008281 -> 15.567208, 76.220735 -> 29.678116, 79.074382 -> 23.561045, 70.893666 -> 13.037691, 71.003771 -> 22.049741, 73.069723 -> 22.153426, 72.191879 -> 10.36544, 82.597132 -> 16.489729, 76.590445 -> 22.615321, 83.79467 -> 16.409844, 86.487063 -> 27.889463, 80.728653 -> 16.257842, 83.411 -> 15.427626, 71.364427 -> 18.484605, 78.669858 -> 20.327775, 84.1802 -> 17.54503, 81.315541 -> 16.444982, 72.204247 -> 11.487171, 82.199648 -> 13.721803, 71.300569 -> 18.1244, 72.274116 -> 12.553159, 75.380585 -> 12.821506, 72.928178 -> 9.110507, 71.146256 -> 15.800923, 80.258865 -> 30.135948, 70.436477 -> 12.772626, 81.89826",172.0,58643,265569,1058584,211301
H-2000173,3,118,11,36,339,"Oct. 04, 1979 - 16:13:05","Oct. 13, 1979 - 02:00:29","Oct. 13, 1979 - 21:00:29","1.015386, 115.264134 -> -0.309358, 116.495688 -> -3.534295, 116.882679 -> -5.399718, 119.910897 -> 0.376744, 105.513923 -> -7.434272, 116.562802 -> 7.301694, 108.034297 -> -9.639603, 125.95025 -> 4.520397, 118.013253 -> -0.285623, 138.527244 -> -8.388044, 117.476699 -> -9.615636, 123.02513 -> 3.932139, 140.096263 -> -6.204515, 109.217609 -> -5.004726, 135.166974 -> 5.896355, 105.359218 -> 7.48799, 121.484505 -> 3.383978, 122.354818 -> -0.44977, 136.704917 -> -1.523397, 104.081289 -> -6.888099, 113.450516 -> 2.015397, 120.912919 -> -2.173005, 106.186998 -> 7.538484, 121.283354 -> 2.623305, 134.807167 -> -9.380895, 112.818285 -> -4.486632, 113.647607 -> -6.918375, 124.68517 -> -2.165249, 135.40025 -> -2.828426, 136.036767 -> -8.360877, 99.610276 -> -7.831484, 138.561643 -> 7.285648, 133.08066 -> -6.985942, 132.412482",161.0,33534,150466,711491,139169
H-2000174,5,180,32,96,954,"Mar. 21, 2006 - 21:35:59","Mar. 31, 2006 - 21:44:40","Apr. 1, 2006 - 17:44:40","-4.186935, -42.349978 -> -2.939995, -61.836724 -> 3.249547, -64.132167 -> 1.414435, -64.488039 -> -1.121996, -55.747632 -> -0.570515, -38.475978 -> 1.722033, -40.445719 -> -18.911455, -70.318757 -> -12.723994, -44.575325 -> -7.50667, -35.50167 -> -13.507024, -52.268728 -> -19.44354, -39.720318 -> -7.413389, -70.11116 -> -5.218274, -40.039622 -> -8.04965, -36.32188 -> -7.910717, -45.073659 -> -15.239028, -45.985155 -> -3.356867, -68.714213 -> -4.503667, -55.490264 -> -18.685172, -48.059283 -> -15.955686, -45.804397 -> -1.733469, -38.169765 -> -16.994906, -51.188704 -> -0.600949, -57.83407 -> 2.690759, -41.740984 -> -18.696624, -35.998014 -> -0.57756, -39.217303 -> -12.543775, -48.852214 -> -20.413708, -55.566574 -> -1.595072, -57.017589 -> -20.971831, -35.942859 -> 0.823625, -65.408676 -> -19.005984, -44.490771 -> -19.135654, -50.609962",190.0,138703,2043522,2422818,543462
H-2000175,1,90,7,12,37,"Dec. 07, 1885 - 18:49:58","Dec. 14, 1885 - 02:32:08","Dec. 14, 1885 - 14:32:08","19.316596, 45.311025 -> 28.550662, 43.303104 -> 26.118598, 43.207709 -> 22.088983, 36.251164 -> 24.578086, 49.580914 -> 20.516628, 42.476225 -> 24.933078, 51.309237 -> 24.414769, 39.98916 -> 29.601174, 43.021393 -> 26.040861, 49.961297 -> 30.890195, 38.978582 -> 25.392988, 53.969167 -> 19.512648, 38.164521 -> 21.75338, 53.848283 -> 27.200033, 36.616879 -> 18.19352, 51.887689 -> 21.671349, 40.923065 -> 23.357651, 39.772656 -> 25.157299, 52.062977 -> 18.599585, 45.518001 -> 23.800086, 43.344872 -> 18.157106, 40.90421 -> 25.227798, 45.630026 -> 30.99426, 48.830678 -> 22.114209, 51.164082 -> 20.155295, 52.316377 -> 20.273462, 46.317714 -> 26.819645, 48.086047 -> 21.174672, 48.907967 -> 27.828413, 46.321104 -> 20.074098, 47.665252 -> 22.745315, 50.443353 -> 28.672508, 44.151426 -> 17.643139, 39.126246",103.0,10596,0,132117,49739
H-2000176,5,185,46,189,567,"Nov. 05, 1904 - 11:29:20","Nov. 11, 1904 - 00:45:25","Nov. 11, 1904 - 23:45:25","21.889238, 7.97337 -> 26.702353, -8.003972 -> 22.914688, -5.44998 -> 31.97828, -0.237071 -> 36.478609, -5.457865 -> 30.716601, -3.837676 -> 33.284029, 10.994 -> 28.415765, -0.17834 -> 33.773428, -1.678332 -> 33.026302, 10.219518 -> 34.439136, 8.117997 -> 21.898087, 1.428319 -> 29.414532, -0.992615 -> 20.374541, 9.370992 -> 22.023887, 2.971027 -> 20.501631, -1.528664 -> 21.221301, 4.180105 -> 35.069032, -6.622941 -> 26.99625, 8.198078 -> 21.71201, -1.43782 -> 27.024318, -1.524255 -> 33.139198, 7.825869 -> 22.213993, 11.335552 -> 30.769124, 3.445737 -> 29.04933, 0.912759 -> 28.415182, -3.173645 -> 28.848125, -1.799 -> 24.720405, 0.025844 -> 22.649266, 6.127208 -> 19.513997, -6.129021 -> 24.870778, -5.086359 -> 28.881551, 10.786501 -> 24.591128, 2.655726 -> 35.297361, 2.324602",186.0,40766,705551,906871,151146
H-2000177,2,109,12,36,218,"Mar. 10, 1902 - 11:16:45","Mar. 20, 1902 - 02:36:21","Mar. 20, 1902 - 18:36:21","18.412649, 41.115803 -> 17.680547, 39.638383 -> 24.185049, 39.924121 -> 20.83037, 44.429576 -> 17.611269, 45.061386 -> 20.815281, 41.186864 -> 19.19431, 43.482033 -> 28.40745, 40.499027 -> 26.839258, 38.087888 -> 18.674038, 47.361014 -> 23.721832, 53.203419 -> 19.531641, 40.353636 -> 27.574973, 46.230498 -> 26.712422, 47.774481 -> 24.388634, 49.099077 -> 25.629517, 40.432289 -> 30.374302, 47.735276 -> 30.217044, 45.749003 -> 19.816306, 46.383972 -> 25.430188, 44.282037 -> 29.898368, 38.532857 -> 20.419818, 50.983071 -> 20.787963, 51.4119 -> 26.119489, 52.791238 -> 28.469907, 42.736055 -> 22.296088, 36.866776 -> 27.401057, 44.343675 -> 19.761854, 45.180292 -> 28.182937, 50.277009 -> 20.264946, 35.615002 -> 23.700372, 47.879156 -> 23.816164, 43.755039 -> 29.707105, 39.372819 -> 30.30636, 51.785637",139.0,6722,0,78172,22710
H-2000178,4,131,17,63,269,"Jun. 06, 1988 - 09:14:37","Jun. 17, 1988 - 08:05:04","Jun. 18, 1988 - 03:05:04","-6.336568, 22.40968 -> 2.005342, 20.485886 -> -9.985424, 22.562556 -> 3.528873, 16.483236 -> -3.329439, 23.254211 -> -1.319925, 13.956054 -> 0.641565, 16.337168 -> -9.353465, 25.538248 -> -2.268601, 15.839017 -> -10.578195, 16.072243 -> -5.145177, 26.946424 -> 4.343865, 25.732574 -> 2.253988, 19.695766 -> 0.024572, 19.132267 -> -7.841019, 18.277736 -> -10.245386, 20.364409 -> 2.024288, 12.760323 -> -5.173682, 18.569773 -> -10.546526, 18.969331 -> -4.113419, 17.71995 -> -1.595648, 16.778048 -> 1.773268, 17.778484 -> -12.335507, 13.117529 -> -2.734824, 28.446594 -> -8.193118, 28.73454 -> -5.812232, 14.331616 -> -5.945485, 15.26363 -> -10.768524, 28.929719 -> -2.936873, 13.760362 -> -12.263143, 25.272544 -> 2.031291, 24.227321 -> -9.187423, 13.814445 -> -10.364501, 24.835407 -> -4.318815, 20.548692",168.0,67857,336565,1517243,329728
